% Date and time of this run: 10-Feb-2005 00:18:25
% %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%error bar	freq (Hz)	sens integrand
3.533831e-04	1.890000e+02	1.060605e+03
3.533831e-04	1.892500e+02	1.058686e+03
3.533831e-04	1.895000e+02	1.044405e+03
3.533831e-04	1.897500e+02	1.042567e+03
3.533831e-04	1.900000e+02	1.031614e+03
3.533831e-04	1.902500e+02	1.022880e+03
3.533831e-04	1.905000e+02	9.230441e+02
3.533831e-04	1.907500e+02	6.966742e+02
3.533831e-04	1.910000e+02	8.156478e+02
3.533831e-04	1.912500e+02	9.891305e+02
3.533831e-04	1.915000e+02	9.659053e+02
3.533831e-04	1.917500e+02	8.533985e+02
3.533831e-04	1.920000e+02	0.000000e+00
3.533831e-04	1.922500e+02	9.173373e+02
3.533831e-04	1.925000e+02	9.219840e+02
3.533831e-04	1.927500e+02	9.133992e+02
3.533831e-04	1.930000e+02	9.080128e+02
3.533831e-04	1.932500e+02	8.989626e+02
3.533831e-04	1.935000e+02	8.800401e+02
3.533831e-04	1.937500e+02	8.575997e+02
3.533831e-04	1.940000e+02	8.456668e+02
3.533831e-04	1.942500e+02	0.000000e+00
3.533831e-04	1.945000e+02	8.112690e+02
3.533831e-04	1.947500e+02	7.985299e+02
3.533831e-04	1.950000e+02	7.879525e+02
3.533831e-04	1.952500e+02	7.757256e+02
3.533831e-04	1.955000e+02	7.491398e+02
3.533831e-04	1.957500e+02	7.192869e+02
3.533831e-04	1.960000e+02	6.634445e+02
3.533831e-04	1.962500e+02	6.332133e+02
3.533831e-04	1.965000e+02	6.578361e+02
3.533831e-04	1.967500e+02	6.567770e+02
3.533831e-04	1.970000e+02	6.376715e+02
3.533831e-04	1.972500e+02	6.166183e+02
3.533831e-04	1.975000e+02	6.014509e+02
3.533831e-04	1.977500e+02	5.838499e+02
3.533831e-04	1.980000e+02	5.661062e+02
3.533831e-04	1.982500e+02	5.396403e+02
3.533831e-04	1.985000e+02	4.813578e+02
3.533831e-04	1.987500e+02	4.571093e+02
3.533831e-04	1.990000e+02	4.840709e+02
3.533831e-04	1.992500e+02	4.876991e+02
3.533831e-04	1.995000e+02	4.725186e+02
3.533831e-04	1.997500e+02	4.550704e+02
3.533831e-04	2.000000e+02	4.394149e+02
3.533831e-04	2.002500e+02	4.279652e+02
3.533831e-04	2.005000e+02	4.106935e+02
3.533831e-04	2.007500e+02	3.769938e+02
3.533831e-04	2.010000e+02	3.675736e+02
3.533831e-04	2.012500e+02	3.756084e+02
3.533831e-04	2.015000e+02	3.675460e+02
3.533831e-04	2.017500e+02	3.561022e+02
3.533831e-04	2.020000e+02	3.418852e+02
3.533831e-04	2.022500e+02	3.260462e+02
3.533831e-04	2.025000e+02	3.080123e+02
3.533831e-04	2.027500e+02	2.867080e+02
3.533831e-04	2.030000e+02	2.696615e+02
3.533831e-04	2.032500e+02	2.620853e+02
3.533831e-04	2.035000e+02	2.556634e+02
3.533831e-04	2.037500e+02	2.457400e+02
3.533831e-04	2.040000e+02	2.310500e+02
3.533831e-04	2.042500e+02	2.196994e+02
3.533831e-04	2.045000e+02	2.092554e+02
3.533831e-04	2.047500e+02	2.014400e+02
3.533831e-04	2.050000e+02	1.930500e+02
3.533831e-04	2.052500e+02	1.840290e+02
3.533831e-04	2.055000e+02	1.715771e+02
3.533831e-04	2.057500e+02	1.601761e+02
3.533831e-04	2.060000e+02	1.527158e+02
3.533831e-04	2.062500e+02	1.447429e+02
3.533831e-04	2.065000e+02	1.363845e+02
3.533831e-04	2.067500e+02	1.299441e+02
3.533831e-04	2.070000e+02	1.232952e+02
3.533831e-04	2.072500e+02	1.157593e+02
3.533831e-04	2.075000e+02	1.078784e+02
3.533831e-04	2.077500e+02	1.006381e+02
3.533831e-04	2.080000e+02	0.000000e+00
3.533831e-04	2.082500e+02	8.667717e+01
3.533831e-04	2.085000e+02	7.986927e+01
3.533831e-04	2.087500e+02	7.240779e+01
3.533831e-04	2.090000e+02	6.574013e+01
3.533831e-04	2.092500e+02	6.048046e+01
3.533831e-04	2.095000e+02	5.532391e+01
3.533831e-04	2.097500e+02	4.994127e+01
3.533831e-04	2.100000e+02	4.445815e+01
3.533831e-04	2.102500e+02	3.856539e+01
3.533831e-04	2.105000e+02	3.421090e+01
3.533831e-04	2.107500e+02	3.128401e+01
3.533831e-04	2.110000e+02	2.839304e+01
3.533831e-04	2.112500e+02	2.542791e+01
3.533831e-04	2.115000e+02	2.240726e+01
3.533831e-04	2.117500e+02	1.960562e+01
3.533831e-04	2.120000e+02	1.713431e+01
3.533831e-04	2.122500e+02	1.467648e+01
3.533831e-04	2.125000e+02	1.238932e+01
3.533831e-04	2.127500e+02	1.048074e+01
3.533831e-04	2.130000e+02	8.728743e+00
3.533831e-04	2.132500e+02	7.052358e+00
3.533831e-04	2.135000e+02	5.592292e+00
3.533831e-04	2.137500e+02	4.251065e+00
3.533831e-04	2.140000e+02	3.103973e+00
3.533831e-04	2.142500e+02	2.158198e+00
3.533831e-04	2.145000e+02	1.392701e+00
3.533831e-04	2.147500e+02	7.927686e-01
3.533831e-04	2.150000e+02	3.671210e-01
3.533831e-04	2.152500e+02	1.068713e-01
3.533831e-04	2.155000e+02	2.437299e-03
3.533831e-04	2.157500e+02	5.112859e-02
3.533831e-04	2.160000e+02	2.496628e-01
3.533831e-04	2.162500e+02	5.867315e-01
3.533831e-04	2.165000e+02	1.057882e+00
3.533831e-04	2.167500e+02	1.656982e+00
3.533831e-04	2.170000e+02	2.382319e+00
3.533831e-04	2.172500e+02	3.253252e+00
3.533831e-04	2.175000e+02	4.230673e+00
3.533831e-04	2.177500e+02	5.297855e+00
3.533831e-04	2.180000e+02	6.516970e+00
3.533831e-04	2.182500e+02	7.848956e+00
3.533831e-04	2.185000e+02	9.235295e+00
3.533831e-04	2.187500e+02	1.071483e+01
3.533831e-04	2.190000e+02	1.212661e+01
3.533831e-04	2.192500e+02	1.365736e+01
3.533831e-04	2.195000e+02	1.529664e+01
3.533831e-04	2.197500e+02	1.710167e+01
3.533831e-04	2.200000e+02	1.886617e+01
3.533831e-04	2.202500e+02	2.056159e+01
3.533831e-04	2.205000e+02	2.225813e+01
3.533831e-04	2.207500e+02	2.383099e+01
3.533831e-04	2.210000e+02	2.500206e+01
3.533831e-04	2.212500e+02	2.622864e+01
3.533831e-04	2.215000e+02	2.101842e+01
3.533831e-04	2.217500e+02	1.989373e+01
3.533831e-04	2.220000e+02	3.233886e+01
3.533831e-04	2.222500e+02	3.529600e+01
3.533831e-04	2.225000e+02	3.755454e+01
3.533831e-04	2.227500e+02	4.069031e+01
3.533831e-04	2.230000e+02	4.301164e+01
3.533831e-04	2.232500e+02	4.514435e+01
3.533831e-04	2.235000e+02	4.731057e+01
3.533831e-04	2.237500e+02	4.944568e+01
3.533831e-04	2.240000e+02	0.000000e+00
3.533831e-04	2.242500e+02	5.377458e+01
3.533831e-04	2.245000e+02	5.561659e+01
3.533831e-04	2.247500e+02	5.790132e+01
3.533831e-04	2.250000e+02	5.971598e+01
3.533831e-04	2.252500e+02	6.151853e+01
3.533831e-04	2.255000e+02	6.315702e+01
3.533831e-04	2.257500e+02	6.448805e+01
3.533831e-04	2.260000e+02	6.535474e+01
3.533831e-04	2.262500e+02	6.658948e+01
3.533831e-04	2.265000e+02	6.763216e+01
3.533831e-04	2.267500e+02	6.780278e+01
3.533831e-04	2.270000e+02	7.006988e+01
3.533831e-04	2.272500e+02	7.291107e+01
3.533831e-04	2.275000e+02	7.451235e+01
3.533831e-04	2.277500e+02	7.329402e+01
3.533831e-04	2.280000e+02	6.539930e+01
3.533831e-04	2.282500e+02	6.749423e+01
3.533831e-04	2.285000e+02	7.850439e+01
3.533831e-04	2.287500e+02	8.111408e+01
3.533831e-04	2.290000e+02	7.936300e+01
3.533831e-04	2.292500e+02	7.237130e+01
3.533831e-04	2.295000e+02	6.667822e+01
3.533831e-04	2.297500e+02	6.782742e+01
3.533831e-04	2.300000e+02	7.415210e+01
3.533831e-04	2.302500e+02	8.350384e+01
3.533831e-04	2.305000e+02	8.896308e+01
3.533831e-04	2.307500e+02	9.255617e+01
3.533831e-04	2.310000e+02	9.280071e+01
3.533831e-04	2.312500e+02	9.347883e+01
3.533831e-04	2.315000e+02	9.646418e+01
3.533831e-04	2.317500e+02	9.627210e+01
3.533831e-04	2.320000e+02	9.561212e+01
3.533831e-04	2.322500e+02	9.485140e+01
3.533831e-04	2.325000e+02	9.566201e+01
3.533831e-04	2.327500e+02	9.733628e+01
3.533831e-04	2.330000e+02	9.740786e+01
3.533831e-04	2.332500e+02	9.566750e+01
3.533831e-04	2.335000e+02	9.059661e+01
3.533831e-04	2.337500e+02	8.408225e+01
3.533831e-04	2.340000e+02	8.480824e+01
3.533831e-04	2.342500e+02	8.868603e+01
3.533831e-04	2.345000e+02	9.431564e+01
3.533831e-04	2.347500e+02	9.763396e+01
3.533831e-04	2.350000e+02	9.771102e+01
3.533831e-04	2.352500e+02	9.766448e+01
3.533831e-04	2.355000e+02	9.608882e+01
3.533831e-04	2.357500e+02	9.710116e+01
3.533831e-04	2.360000e+02	9.811427e+01
3.533831e-04	2.362500e+02	9.820696e+01
3.533831e-04	2.365000e+02	9.596844e+01
3.533831e-04	2.367500e+02	9.331966e+01
3.533831e-04	2.370000e+02	8.817260e+01
3.533831e-04	2.372500e+02	8.206815e+01
3.533831e-04	2.375000e+02	7.489033e+01
3.533831e-04	2.377500e+02	6.466524e+01
3.533831e-04	2.380000e+02	6.267514e+01
3.533831e-04	2.382500e+02	6.122898e+01
3.533831e-04	2.385000e+02	5.256572e+01
3.533831e-04	2.387500e+02	5.360689e+01
3.533831e-04	2.390000e+02	5.021874e+01
3.533831e-04	2.392500e+02	4.299641e+01
3.533831e-04	2.395000e+02	4.397873e+01
3.533831e-04	2.397500e+02	4.394828e+00
3.533831e-04	2.400000e+02	0.000000e+00
3.533831e-04	2.402500e+02	4.498106e+00
3.533831e-04	2.405000e+02	4.136063e+01
3.533831e-04	2.407500e+02	3.874510e+01
3.533831e-04	2.410000e+02	4.429800e+01
3.533831e-04	2.412500e+02	4.619743e+01
3.533831e-04	2.415000e+02	4.746023e+01
3.533831e-04	2.417500e+02	5.246954e+01
3.533831e-04	2.420000e+02	4.992139e+01
3.533831e-04	2.422500e+02	5.176511e+01
3.533831e-04	2.425000e+02	6.064337e+01
3.533831e-04	2.427500e+02	6.462844e+01
3.533831e-04	2.430000e+02	6.669919e+01
3.533831e-04	2.432500e+02	6.829036e+01
3.533831e-04	2.435000e+02	6.862019e+01
3.533831e-04	2.437500e+02	6.853316e+01
3.533831e-04	2.440000e+02	6.719392e+01
3.533831e-04	2.442500e+02	6.465757e+01
3.533831e-04	2.445000e+02	6.332684e+01
3.533831e-04	2.447500e+02	6.302461e+01
3.533831e-04	2.450000e+02	6.250838e+01
3.533831e-04	2.452500e+02	6.076025e+01
3.533831e-04	2.455000e+02	5.649451e+01
3.533831e-04	2.457500e+02	5.096276e+01
3.533831e-04	2.460000e+02	4.721281e+01
3.533831e-04	2.462500e+02	4.565554e+01
3.533831e-04	2.465000e+02	4.875213e+01
3.533831e-04	2.467500e+02	5.049256e+01
3.533831e-04	2.470000e+02	4.987790e+01
3.533831e-04	2.472500e+02	4.843051e+01
3.533831e-04	2.475000e+02	4.695873e+01
3.533831e-04	2.477500e+02	4.612882e+01
3.533831e-04	2.480000e+02	4.569210e+01
3.533831e-04	2.482500e+02	4.460047e+01
3.533831e-04	2.485000e+02	4.292697e+01
3.533831e-04	2.487500e+02	4.130420e+01
3.533831e-04	2.490000e+02	4.004945e+01
3.533831e-04	2.492500e+02	3.850527e+01
3.533831e-04	2.495000e+02	3.585614e+01
3.533831e-04	2.497500e+02	3.189006e+01
3.533831e-04	2.500000e+02	2.682382e+01
3.533831e-04	2.502500e+02	2.486813e+01
3.533831e-04	2.505000e+02	2.416232e+01
3.533831e-04	2.507500e+02	2.555530e+01
3.533831e-04	2.510000e+02	2.723903e+01
3.533831e-04	2.512500e+02	2.748414e+01
3.533831e-04	2.515000e+02	2.567490e+01
3.533831e-04	2.517500e+02	2.073391e+01
3.533831e-04	2.520000e+02	2.020297e+01
3.533831e-04	2.522500e+02	2.280730e+01
3.533831e-04	2.525000e+02	2.234308e+01
3.533831e-04	2.527500e+02	2.152071e+01
3.533831e-04	2.530000e+02	2.042300e+01
3.533831e-04	2.532500e+02	1.915936e+01
3.533831e-04	2.535000e+02	1.811078e+01
3.533831e-04	2.537500e+02	1.749374e+01
3.533831e-04	2.540000e+02	1.697573e+01
3.533831e-04	2.542500e+02	1.650717e+01
3.533831e-04	2.545000e+02	1.585312e+01
3.533831e-04	2.547500e+02	1.503581e+01
3.533831e-04	2.550000e+02	1.422029e+01
3.533831e-04	2.552500e+02	1.336215e+01
3.533831e-04	2.555000e+02	1.260161e+01
3.533831e-04	2.557500e+02	1.187772e+01
3.533831e-04	2.560000e+02	0.000000e+00
3.533831e-04	2.562500e+02	1.045233e+01
3.533831e-04	2.565000e+02	9.725215e+00
3.533831e-04	2.567500e+02	9.077619e+00
3.533831e-04	2.570000e+02	8.523403e+00
3.533831e-04	2.572500e+02	7.946547e+00
3.533831e-04	2.575000e+02	7.171873e+00
3.533831e-04	2.577500e+02	6.524840e+00
3.533831e-04	2.580000e+02	6.066917e+00
3.533831e-04	2.582500e+02	5.517703e+00
3.533831e-04	2.585000e+02	3.412547e+00
3.533831e-04	2.587500e+02	3.246496e+00
3.533831e-04	2.590000e+02	4.201228e+00
3.533831e-04	2.592500e+02	3.834539e+00
3.533831e-04	2.595000e+02	3.458289e+00
3.533831e-04	2.597500e+02	3.116086e+00
3.533831e-04	2.600000e+02	2.823104e+00
3.533831e-04	2.602500e+02	2.543062e+00
3.533831e-04	2.605000e+02	2.242630e+00
3.533831e-04	2.607500e+02	1.959706e+00
3.533831e-04	2.610000e+02	1.714184e+00
3.533831e-04	2.612500e+02	1.477458e+00
3.533831e-04	2.615000e+02	1.251990e+00
3.533831e-04	2.617500e+02	1.060377e+00
3.533831e-04	2.620000e+02	8.769826e-01
3.533831e-04	2.622500e+02	7.137251e-01
3.533831e-04	2.625000e+02	5.685927e-01
3.533831e-04	2.627500e+02	4.378986e-01
3.533831e-04	2.630000e+02	3.267383e-01
3.533831e-04	2.632500e+02	2.321508e-01
3.533831e-04	2.635000e+02	1.531532e-01
3.533831e-04	2.637500e+02	9.123407e-02
3.533831e-04	2.640000e+02	4.701444e-02
3.533831e-04	2.642500e+02	1.719800e-02
3.533831e-04	2.645000e+02	2.139411e-03
3.533831e-04	2.647500e+02	1.397328e-03
3.533831e-04	2.650000e+02	1.449884e-02
3.533831e-04	2.652500e+02	4.105668e-02
3.533831e-04	2.655000e+02	0.000000e+00
3.533831e-04	2.657500e+02	1.332680e-01
3.533831e-04	2.660000e+02	1.991169e-01
3.533831e-04	2.662500e+02	2.758612e-01
3.533831e-04	2.665000e+02	3.623264e-01
3.533831e-04	2.667500e+02	4.543146e-01
3.533831e-04	2.670000e+02	5.557499e-01
3.533831e-04	2.672500e+02	6.767120e-01
3.533831e-04	2.675000e+02	8.172943e-01
3.533831e-04	2.677500e+02	9.544783e-01
3.533831e-04	2.680000e+02	1.094584e+00
3.533831e-04	2.682500e+02	1.249123e+00
3.533831e-04	2.685000e+02	1.408683e+00
3.533831e-04	2.687500e+02	1.572333e+00
3.533831e-04	2.690000e+02	1.730861e+00
3.533831e-04	2.692500e+02	1.900382e+00
3.533831e-04	2.695000e+02	2.083340e+00
3.533831e-04	2.697500e+02	2.263491e+00
3.533831e-04	2.700000e+02	2.461342e+00
3.533831e-04	2.702500e+02	2.649763e+00
3.533831e-04	2.705000e+02	2.860065e+00
3.533831e-04	2.707500e+02	3.048792e+00
3.533831e-04	2.710000e+02	3.250930e+00
3.533831e-04	2.712500e+02	3.455840e+00
3.533831e-04	2.715000e+02	3.659445e+00
3.533831e-04	2.717500e+02	3.858500e+00
3.533831e-04	2.720000e+02	0.000000e+00
3.533831e-04	2.722500e+02	4.237864e+00
3.533831e-04	2.725000e+02	4.463835e+00
3.533831e-04	2.727500e+02	4.683204e+00
3.533831e-04	2.730000e+02	4.905050e+00
3.533831e-04	2.732500e+02	5.135152e+00
3.533831e-04	2.735000e+02	5.365527e+00
3.533831e-04	2.737500e+02	5.559870e+00
3.533831e-04	2.740000e+02	5.777273e+00
3.533831e-04	2.742500e+02	5.962177e+00
3.533831e-04	2.745000e+02	6.201492e+00
3.533831e-04	2.747500e+02	6.401134e+00
3.533831e-04	2.750000e+02	6.559387e+00
3.533831e-04	2.752500e+02	6.726090e+00
3.533831e-04	2.755000e+02	6.903887e+00
3.533831e-04	2.757500e+02	7.102760e+00
3.533831e-04	2.760000e+02	7.257851e+00
3.533831e-04	2.762500e+02	7.380683e+00
3.533831e-04	2.765000e+02	7.470483e+00
3.533831e-04	2.767500e+02	7.371028e+00
3.533831e-04	2.770000e+02	7.074665e+00
3.533831e-04	2.772500e+02	6.979274e+00
3.533831e-04	2.775000e+02	7.352942e+00
3.533831e-04	2.777500e+02	7.761113e+00
3.533831e-04	2.780000e+02	7.983872e+00
3.533831e-04	2.782500e+02	8.047713e+00
3.533831e-04	2.785000e+02	8.238128e+00
3.533831e-04	2.787500e+02	8.649445e+00
3.533831e-04	2.790000e+02	8.853338e+00
3.533831e-04	2.792500e+02	9.009764e+00
3.533831e-04	2.795000e+02	9.193833e+00
3.533831e-04	2.797500e+02	9.356530e+00
3.533831e-04	2.800000e+02	9.392574e+00
3.533831e-04	2.802500e+02	9.392081e+00
3.533831e-04	2.805000e+02	9.575891e+00
3.533831e-04	2.807500e+02	9.790892e+00
3.533831e-04	2.810000e+02	9.908164e+00
3.533831e-04	2.812500e+02	9.975778e+00
3.533831e-04	2.815000e+02	1.005345e+01
3.533831e-04	2.817500e+02	1.010432e+01
3.533831e-04	2.820000e+02	1.020981e+01
3.533831e-04	2.822500e+02	1.028128e+01
3.533831e-04	2.825000e+02	1.030446e+01
3.533831e-04	2.827500e+02	1.024999e+01
3.533831e-04	2.830000e+02	1.006845e+01
3.533831e-04	2.832500e+02	9.992874e+00
3.533831e-04	2.835000e+02	1.001144e+01
3.533831e-04	2.837500e+02	1.009556e+01
3.533831e-04	2.840000e+02	1.022981e+01
3.533831e-04	2.842500e+02	1.033550e+01
3.533831e-04	2.845000e+02	1.032346e+01
3.533831e-04	2.847500e+02	1.028844e+01
3.533831e-04	2.850000e+02	1.027959e+01
3.533831e-04	2.852500e+02	1.021736e+01
3.533831e-04	2.855000e+02	1.022653e+01
3.533831e-04	2.857500e+02	1.020184e+01
3.533831e-04	2.860000e+02	1.000842e+01
3.533831e-04	2.862500e+02	9.904547e+00
3.533831e-04	2.865000e+02	1.013707e+01
3.533831e-04	2.867500e+02	1.018583e+01
3.533831e-04	2.870000e+02	1.013650e+01
3.533831e-04	2.872500e+02	1.011995e+01
3.533831e-04	2.875000e+02	1.007819e+01
3.533831e-04	2.877500e+02	9.934072e+00
3.533831e-04	2.880000e+02	0.000000e+00
3.533831e-04	2.882500e+02	9.515842e+00
3.533831e-04	2.885000e+02	9.711406e+00
3.533831e-04	2.887500e+02	9.557203e+00
3.533831e-04	2.890000e+02	9.301164e+00
3.533831e-04	2.892500e+02	8.880653e+00
3.533831e-04	2.895000e+02	8.696172e+00
3.533831e-04	2.897500e+02	8.772855e+00
3.533831e-04	2.900000e+02	8.665052e+00
3.533831e-04	2.902500e+02	8.714574e+00
3.533831e-04	2.905000e+02	8.833503e+00
3.533831e-04	2.907500e+02	8.754098e+00
3.533831e-04	2.910000e+02	8.658275e+00
3.533831e-04	2.912500e+02	8.557950e+00
3.533831e-04	2.915000e+02	8.479556e+00
3.533831e-04	2.917500e+02	8.319054e+00
3.533831e-04	2.920000e+02	8.151730e+00
3.533831e-04	2.922500e+02	7.985710e+00
3.533831e-04	2.925000e+02	7.857863e+00
3.533831e-04	2.927500e+02	7.571644e+00
3.533831e-04	2.930000e+02	7.351720e+00
3.533831e-04	2.932500e+02	7.074088e+00
3.533831e-04	2.935000e+02	6.361729e+00
3.533831e-04	2.937500e+02	5.460065e+00
3.533831e-04	2.940000e+02	5.371856e+00
3.533831e-04	2.942500e+02	5.722085e+00
3.533831e-04	2.945000e+02	5.850712e+00
3.533831e-04	2.947500e+02	4.647526e+00
3.533831e-04	2.950000e+02	4.346487e+00
3.533831e-04	2.952500e+02	3.412088e+00
3.533831e-04	2.955000e+02	1.067099e+00
3.533831e-04	2.957500e+02	1.813759e+00
3.533831e-04	2.960000e+02	5.238894e+00
3.533831e-04	2.962500e+02	4.785383e+00
3.533831e-04	2.965000e+02	4.909019e+00
3.533831e-04	2.967500e+02	5.087965e+00
3.533831e-04	2.970000e+02	5.060401e+00
3.533831e-04	2.972500e+02	4.922574e+00
3.533831e-04	2.975000e+02	4.641541e+00
3.533831e-04	2.977500e+02	4.078597e+00
3.533831e-04	2.980000e+02	3.978692e+00
3.533831e-04	2.982500e+02	4.122519e+00
3.533831e-04	2.985000e+02	3.752466e+00
3.533831e-04	2.987500e+02	3.245047e+00
3.533831e-04	2.990000e+02	2.894419e+00
3.533831e-04	2.992500e+02	2.406135e+00
3.533831e-04	2.995000e+02	2.078772e+00
3.533831e-04	2.997500e+02	8.082694e-02
3.533831e-04	3.000000e+02	0.000000e+00
3.533831e-04	3.002500e+02	8.755753e-02
3.533831e-04	3.005000e+02	1.946518e+00
3.533831e-04	3.007500e+02	2.061275e+00
3.533831e-04	3.010000e+02	2.223996e+00
3.533831e-04	3.012500e+02	2.219529e+00
3.533831e-04	3.015000e+02	2.315151e+00
3.533831e-04	3.017500e+02	2.336259e+00
3.533831e-04	3.020000e+02	2.224511e+00
3.533831e-04	3.022500e+02	2.185427e+00
3.533831e-04	3.025000e+02	2.240016e+00
3.533831e-04	3.027500e+02	2.164857e+00
3.533831e-04	3.030000e+02	2.057317e+00
3.533831e-04	3.032500e+02	1.938666e+00
3.533831e-04	3.035000e+02	1.833782e+00
3.533831e-04	3.037500e+02	1.725248e+00
3.533831e-04	3.040000e+02	0.000000e+00
3.533831e-04	3.042500e+02	1.542462e+00
3.533831e-04	3.045000e+02	1.448903e+00
3.533831e-04	3.047500e+02	1.367457e+00
3.533831e-04	3.050000e+02	1.297451e+00
3.533831e-04	3.052500e+02	1.214461e+00
3.533831e-04	3.055000e+02	1.105378e+00
3.533831e-04	3.057500e+02	9.598110e-01
3.533831e-04	3.060000e+02	8.054073e-01
3.533831e-04	3.062500e+02	7.392996e-01
3.533831e-04	3.065000e+02	7.837116e-01
3.533831e-04	3.067500e+02	7.729620e-01
3.533831e-04	3.070000e+02	7.261009e-01
3.533831e-04	3.072500e+02	6.733283e-01
3.533831e-04	3.075000e+02	6.168414e-01
3.533831e-04	3.077500e+02	5.617563e-01
3.533831e-04	3.080000e+02	5.151248e-01
3.533831e-04	3.082500e+02	4.657156e-01
3.533831e-04	3.085000e+02	4.107174e-01
3.533831e-04	3.087500e+02	3.717843e-01
3.533831e-04	3.090000e+02	3.404275e-01
3.533831e-04	3.092500e+02	3.035938e-01
3.533831e-04	3.095000e+02	2.697457e-01
3.533831e-04	3.097500e+02	2.307778e-01
3.533831e-04	3.100000e+02	1.975445e-01
3.533831e-04	3.102500e+02	1.735856e-01
3.533831e-04	3.105000e+02	1.491388e-01
3.533831e-04	3.107500e+02	1.270757e-01
3.533831e-04	3.110000e+02	1.069566e-01
3.533831e-04	3.112500e+02	8.756988e-02
3.533831e-04	3.115000e+02	6.934833e-02
3.533831e-04	3.117500e+02	5.217137e-02
3.533831e-04	3.120000e+02	3.913834e-02
3.533831e-04	3.122500e+02	2.912055e-02
3.533831e-04	3.125000e+02	1.975090e-02
3.533831e-04	3.127500e+02	1.224409e-02
3.533831e-04	3.130000e+02	6.601726e-03
3.533831e-04	3.132500e+02	2.689867e-03
3.533831e-04	3.135000e+02	5.125458e-04
3.533831e-04	3.137500e+02	3.956605e-05
3.533831e-04	3.140000e+02	1.218366e-03
3.533831e-04	3.142500e+02	3.980372e-03
3.533831e-04	3.145000e+02	8.375061e-03
3.533831e-04	3.147500e+02	1.425868e-02
3.533831e-04	3.150000e+02	2.164661e-02
3.533831e-04	3.152500e+02	3.039369e-02
3.533831e-04	3.155000e+02	4.027647e-02
3.533831e-04	3.157500e+02	5.159762e-02
3.533831e-04	3.160000e+02	6.381347e-02
3.533831e-04	3.162500e+02	7.640788e-02
3.533831e-04	3.165000e+02	9.045669e-02
3.533831e-04	3.167500e+02	1.069266e-01
3.533831e-04	3.170000e+02	1.267499e-01
3.533831e-04	3.172500e+02	1.458925e-01
3.533831e-04	3.175000e+02	1.648858e-01
3.533831e-04	3.177500e+02	1.846370e-01
3.533831e-04	3.180000e+02	2.073768e-01
3.533831e-04	3.182500e+02	2.301196e-01
3.533831e-04	3.185000e+02	2.515156e-01
3.533831e-04	3.187500e+02	2.743085e-01
3.533831e-04	3.190000e+02	2.980407e-01
3.533831e-04	3.192500e+02	3.211754e-01
3.533831e-04	3.195000e+02	3.426806e-01
3.533831e-04	3.197500e+02	3.633109e-01
3.533831e-04	3.200000e+02	0.000000e+00
3.533831e-04	3.202500e+02	4.089740e-01
3.533831e-04	3.205000e+02	4.366335e-01
3.533831e-04	3.207500e+02	4.671746e-01
3.533831e-04	3.210000e+02	4.945638e-01
3.533831e-04	3.212500e+02	5.207972e-01
3.533831e-04	3.215000e+02	5.445467e-01
3.533831e-04	3.217500e+02	5.654225e-01
3.533831e-04	3.220000e+02	5.887966e-01
3.533831e-04	3.222500e+02	6.184927e-01
3.533831e-04	3.225000e+02	6.504086e-01
3.533831e-04	3.227500e+02	6.768827e-01
3.533831e-04	3.230000e+02	7.081410e-01
3.533831e-04	3.232500e+02	7.327342e-01
3.533831e-04	3.235000e+02	7.598344e-01
3.533831e-04	3.237500e+02	7.890708e-01
3.533831e-04	3.240000e+02	8.094044e-01
3.533831e-04	3.242500e+02	8.375987e-01
3.533831e-04	3.245000e+02	8.627075e-01
3.533831e-04	3.247500e+02	8.862597e-01
3.533831e-04	3.250000e+02	9.117238e-01
3.533831e-04	3.252500e+02	9.399865e-01
3.533831e-04	3.255000e+02	9.611829e-01
3.533831e-04	3.257500e+02	9.772784e-01
3.533831e-04	3.260000e+02	9.944155e-01
3.533831e-04	3.262500e+02	1.010190e+00
3.533831e-04	3.265000e+02	1.026964e+00
3.533831e-04	3.267500e+02	1.046873e+00
3.533831e-04	3.270000e+02	1.064241e+00
3.533831e-04	3.272500e+02	1.076882e+00
3.533831e-04	3.275000e+02	1.096484e+00
3.533831e-04	3.277500e+02	1.104685e+00
3.533831e-04	3.280000e+02	1.105429e+00
3.533831e-04	3.282500e+02	1.107980e+00
3.533831e-04	3.285000e+02	1.109301e+00
3.533831e-04	3.287500e+02	1.119860e+00
3.533831e-04	3.290000e+02	1.035547e+00
3.533831e-04	3.292500e+02	7.944650e-01
3.533831e-04	3.295000e+02	5.913255e-01
3.533831e-04	3.297500e+02	6.769533e-01
3.533831e-04	3.300000e+02	9.950639e-01
3.533831e-04	3.302500e+02	1.085271e+00
3.533831e-04	3.305000e+02	1.120407e+00
3.533831e-04	3.307500e+02	1.163078e+00
3.533831e-04	3.310000e+02	1.154535e+00
3.533831e-04	3.312500e+02	1.111994e+00
3.533831e-04	3.315000e+02	1.030535e+00
3.533831e-04	3.317500e+02	1.015056e+00
3.533831e-04	3.320000e+02	1.119437e+00
3.533831e-04	3.322500e+02	9.346162e-01
3.533831e-04	3.325000e+02	5.928745e-01
3.533831e-04	3.327500e+02	9.045537e-01
3.533831e-04	3.330000e+02	1.109605e+00
3.533831e-04	3.332500e+02	1.156336e+00
