% Date and time of this run: 09-Feb-2005 23:55:14
% %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%error bar	freq (Hz)	pt est int (re)	pt est int (im)
3.533831e-04	1.522500e+02	-6.499698e-06	7.715667e-06
3.533831e-04	1.525000e+02	3.922164e-06	-1.127136e-05
3.533831e-04	1.527500e+02	-1.798891e-05	4.371891e-06
3.533831e-04	1.530000e+02	-4.839527e-06	-1.676228e-05
3.533831e-04	1.532500e+02	-2.889321e-07	1.217502e-05
3.533831e-04	1.535000e+02	3.005412e-06	3.223583e-06
3.533831e-04	1.537500e+02	-3.690663e-06	2.051477e-06
3.533831e-04	1.540000e+02	-2.740271e-06	-3.275555e-06
3.533831e-04	1.542500e+02	-8.744608e-07	-1.199414e-05
3.533831e-04	1.545000e+02	3.340254e-06	-1.166818e-05
3.533831e-04	1.547500e+02	-8.895356e-07	1.780431e-05
3.533831e-04	1.550000e+02	-6.696262e-06	1.442336e-05
3.533831e-04	1.552500e+02	-6.294699e-06	-8.769828e-06
3.533831e-04	1.555000e+02	6.402663e-06	-8.156819e-06
3.533831e-04	1.557500e+02	-3.033781e-06	-7.410523e-07
3.533831e-04	1.560000e+02	-6.732761e-06	9.786588e-06
3.533831e-04	1.562500e+02	1.843477e-06	-1.112318e-05
3.533831e-04	1.565000e+02	-5.322206e-06	1.889889e-06
3.533831e-04	1.567500e+02	-2.608530e-06	-8.362747e-06
3.533831e-04	1.570000e+02	-1.042795e-05	-1.050106e-05
3.533831e-04	1.572500e+02	5.265711e-06	6.550015e-06
3.533831e-04	1.575000e+02	-5.417166e-06	1.092773e-05
3.533831e-04	1.577500e+02	7.933768e-06	-6.611525e-06
3.533831e-04	1.580000e+02	6.999131e-06	-2.725264e-06
3.533831e-04	1.582500e+02	-4.836972e-06	1.863433e-06
3.533831e-04	1.585000e+02	-7.059852e-07	-5.259552e-06
3.533831e-04	1.587500e+02	-9.986035e-06	7.609478e-06
3.533831e-04	1.590000e+02	-5.189158e-06	6.160240e-06
3.533831e-04	1.592500e+02	-4.522595e-07	2.586824e-06
3.533831e-04	1.595000e+02	5.683183e-06	-2.401783e-06
3.533831e-04	1.597500e+02	-9.792511e-07	-7.008058e-06
3.533831e-04	1.600000e+02	0.000000e+00	0.000000e+00
3.533831e-04	1.602500e+02	-6.223893e-06	-2.721698e-06
3.533831e-04	1.605000e+02	9.678337e-07	5.902610e-06
3.533831e-04	1.607500e+02	-5.476997e-06	1.000448e-06
3.533831e-04	1.610000e+02	1.669932e-06	1.235954e-06
3.533831e-04	1.612500e+02	2.785539e-06	-1.906715e-06
3.533831e-04	1.615000e+02	1.162038e-06	1.980992e-06
3.533831e-04	1.617500e+02	-1.410702e-06	4.493868e-06
3.533831e-04	1.620000e+02	-2.808481e-06	2.086860e-06
3.533831e-04	1.622500e+02	9.065619e-07	-2.438804e-07
3.533831e-04	1.625000e+02	8.099362e-07	4.466463e-06
3.533831e-04	1.627500e+02	-3.054244e-06	-6.707414e-07
3.533831e-04	1.630000e+02	-5.928615e-07	-6.461383e-07
3.533831e-04	1.632500e+02	3.970533e-06	-4.163157e-06
3.533831e-04	1.635000e+02	2.281783e-06	-3.212258e-06
3.533831e-04	1.637500e+02	-3.622537e-06	1.793092e-06
3.533831e-04	1.640000e+02	-2.259854e-06	6.951039e-07
3.533831e-04	1.642500e+02	4.176811e-07	-1.196698e-08
3.533831e-04	1.645000e+02	-1.961151e-06	-1.600884e-07
3.533831e-04	1.647500e+02	2.918761e-07	4.275423e-07
3.533831e-04	1.650000e+02	-1.070063e-06	3.986561e-09
3.533831e-04	1.652500e+02	-2.136966e-07	7.572937e-07
3.533831e-04	1.655000e+02	2.023663e-07	-3.761811e-07
3.533831e-04	1.657500e+02	1.468497e-07	7.438983e-08
3.533831e-04	1.660000e+02	-8.867054e-08	1.593495e-07
3.533831e-04	1.662500e+02	-1.651514e-08	6.654701e-09
3.533831e-04	1.665000e+02	-1.611061e-08	-1.582353e-08
3.533831e-04	1.667500e+02	1.541267e-07	3.261982e-09
3.533831e-04	1.670000e+02	1.084226e-07	-4.675584e-08
3.533831e-04	1.672500e+02	-4.738121e-07	-7.859915e-08
3.533831e-04	1.675000e+02	-3.208127e-07	-2.020710e-07
3.533831e-04	1.677500e+02	-1.651257e-07	6.133599e-07
3.533831e-04	1.680000e+02	5.923039e-07	-1.066561e-07
3.533831e-04	1.682500e+02	2.571118e-08	1.580296e-06
3.533831e-04	1.685000e+02	-4.573698e-07	-7.112261e-07
3.533831e-04	1.687500e+02	1.664340e-06	-7.484643e-07
3.533831e-04	1.690000e+02	-1.516253e-06	3.531076e-07
3.533831e-04	1.692500e+02	1.074553e-06	2.505812e-06
3.533831e-04	1.695000e+02	-1.148070e-06	-9.653252e-07
3.533831e-04	1.697500e+02	-6.941022e-09	2.390229e-06
3.533831e-04	1.700000e+02	-1.621062e-06	-9.275991e-07
3.533831e-04	1.702500e+02	-2.407842e-06	-7.176833e-07
3.533831e-04	1.705000e+02	-5.241340e-06	2.933607e-06
3.533831e-04	1.707500e+02	-3.835226e-07	2.396380e-06
3.533831e-04	1.710000e+02	9.835984e-08	2.617087e-06
3.533831e-04	1.712500e+02	-1.446918e-06	-3.810115e-06
3.533831e-04	1.715000e+02	3.028861e-06	-1.990003e-06
3.533831e-04	1.717500e+02	2.414595e-06	-1.660088e-06
3.533831e-04	1.720000e+02	1.296517e-06	-4.708779e-06
3.533831e-04	1.722500e+02	8.941088e-07	1.554810e-06
3.533831e-04	1.725000e+02	-2.094400e-06	4.710660e-07
3.533831e-04	1.727500e+02	-1.263044e-06	-4.684271e-06
3.533831e-04	1.730000e+02	-2.907175e-06	2.248599e-06
3.533831e-04	1.732500e+02	3.009052e-07	-4.556684e-06
3.533831e-04	1.735000e+02	-1.298676e-06	1.825810e-06
3.533831e-04	1.737500e+02	-2.876283e-06	6.214123e-06
3.533831e-04	1.740000e+02	5.570239e-07	3.193397e-06
3.533831e-04	1.742500e+02	-8.317299e-07	-2.219238e-06
3.533831e-04	1.745000e+02	1.098657e-06	-2.674018e-06
3.533831e-04	1.747500e+02	6.613605e-06	-4.699398e-07
3.533831e-04	1.750000e+02	1.970871e-06	4.694718e-06
3.533831e-04	1.752500e+02	2.184418e-06	-7.521402e-06
3.533831e-04	1.755000e+02	9.366757e-07	7.498473e-07
3.533831e-04	1.757500e+02	3.368668e-06	2.688408e-06
3.533831e-04	1.760000e+02	0.000000e+00	0.000000e+00
3.533831e-04	1.762500e+02	6.628173e-08	-5.817709e-07
3.533831e-04	1.765000e+02	-9.315037e-07	3.860225e-06
3.533831e-04	1.767500e+02	1.023937e-06	1.218947e-08
3.533831e-04	1.770000e+02	5.224835e-06	-1.085474e-05
3.533831e-04	1.772500e+02	-2.260263e-06	-3.067252e-06
3.533831e-04	1.775000e+02	5.583542e-06	1.560918e-06
3.533831e-04	1.777500e+02	1.854999e-06	-4.393813e-06
3.533831e-04	1.780000e+02	-5.452056e-07	-2.075533e-07
3.533831e-04	1.782500e+02	-4.715443e-06	4.406087e-06
3.533831e-04	1.785000e+02	-2.861985e-06	1.086211e-06
3.533831e-04	1.787500e+02	2.366374e-06	2.849118e-06
3.533831e-04	1.790000e+02	-7.540519e-07	-2.185538e-06
3.533831e-04	1.792500e+02	-2.625484e-06	-3.477521e-06
3.533831e-04	1.795000e+02	2.862754e-06	1.287736e-06
3.533831e-04	1.797500e+02	-2.259141e-09	1.423640e-08
3.533831e-04	1.800000e+02	0.000000e+00	0.000000e+00
3.533831e-04	1.802500e+02	2.768066e-08	-3.135820e-08
3.533831e-04	1.805000e+02	3.002723e-07	-4.038976e-06
3.533831e-04	1.807500e+02	5.935395e-06	-2.452170e-06
3.533831e-04	1.810000e+02	-3.123749e-06	-7.886465e-08
3.533831e-04	1.812500e+02	-7.612899e-06	-2.006284e-06
3.533831e-04	1.815000e+02	7.671542e-06	3.949495e-06
3.533831e-04	1.817500e+02	-5.669599e-07	2.826569e-06
3.533831e-04	1.820000e+02	6.087773e-06	3.267273e-07
3.533831e-04	1.822500e+02	-1.082031e-07	-5.749808e-06
3.533831e-04	1.825000e+02	3.596961e-07	-7.476638e-07
3.533831e-04	1.827500e+02	-8.721242e-07	2.137792e-06
3.533831e-04	1.830000e+02	-6.099765e-06	7.351626e-06
3.533831e-04	1.832500e+02	1.450207e-06	5.800109e-06
3.533831e-04	1.835000e+02	-3.550745e-06	-1.893883e-06
3.533831e-04	1.837500e+02	-4.420320e-07	1.223491e-05
3.533831e-04	1.840000e+02	-2.155614e-06	-4.882789e-06
3.533831e-04	1.842500e+02	-7.251172e-06	6.036382e-06
3.533831e-04	1.845000e+02	8.097596e-07	-2.431904e-06
3.533831e-04	1.847500e+02	5.871654e-06	4.696983e-06
3.533831e-04	1.850000e+02	-2.999203e-06	2.532357e-06
3.533831e-04	1.852500e+02	3.516389e-06	-7.309490e-06
3.533831e-04	1.855000e+02	-2.382915e-06	-3.791645e-06
3.533831e-04	1.857500e+02	1.482776e-07	-2.029010e-06
3.533831e-04	1.860000e+02	-6.747702e-07	2.950854e-07
3.533831e-04	1.862500e+02	7.138931e-07	-2.291225e-06
3.533831e-04	1.865000e+02	-7.164880e-06	-2.765447e-08
3.533831e-04	1.867500e+02	-3.092941e-06	2.202815e-06
3.533831e-04	1.870000e+02	3.025506e-06	2.192378e-06
3.533831e-04	1.872500e+02	2.715035e-06	2.175705e-06
3.533831e-04	1.875000e+02	-2.501155e-06	7.133084e-06
3.533831e-04	1.877500e+02	1.618042e-05	-7.191247e-06
3.533831e-04	1.880000e+02	8.491906e-07	6.054620e-06
3.533831e-04	1.882500e+02	9.606612e-07	5.448179e-06
3.533831e-04	1.885000e+02	1.090762e-06	-5.803473e-06
3.533831e-04	1.887500e+02	-2.435684e-06	-9.249136e-06
3.533831e-04	1.890000e+02	-4.152851e-06	1.240415e-06
3.533831e-04	1.892500e+02	5.455258e-06	-3.588688e-06
3.533831e-04	1.895000e+02	-1.055207e-06	6.709189e-06
3.533831e-04	1.897500e+02	8.262347e-06	-1.734054e-06
3.533831e-04	1.900000e+02	-3.186262e-06	-6.971597e-08
3.533831e-04	1.902500e+02	-7.706265e-06	-1.537174e-06
3.533831e-04	1.905000e+02	-2.942023e-06	-1.675961e-06
3.533831e-04	1.907500e+02	4.924924e-06	7.673892e-07
3.533831e-04	1.910000e+02	-3.665806e-06	-2.434277e-06
3.533831e-04	1.912500e+02	-3.260283e-06	4.658484e-06
3.533831e-04	1.915000e+02	3.892162e-06	-3.955103e-06
3.533831e-04	1.917500e+02	-9.378832e-07	-2.193172e-06
3.533831e-04	1.920000e+02	0.000000e+00	0.000000e+00
3.533831e-04	1.922500e+02	1.746025e-07	-1.488008e-06
3.533831e-04	1.925000e+02	-3.646464e-06	-1.651265e-06
3.533831e-04	1.927500e+02	-2.887085e-06	-7.049577e-06
3.533831e-04	1.930000e+02	-5.968189e-06	-6.084290e-06
3.533831e-04	1.932500e+02	1.463804e-07	2.896491e-06
3.533831e-04	1.935000e+02	-5.475849e-06	6.725498e-06
3.533831e-04	1.937500e+02	1.914174e-07	2.669111e-06
3.533831e-04	1.940000e+02	3.089822e-06	-1.980108e-06
3.533831e-04	1.942500e+02	0.000000e+00	0.000000e+00
3.533831e-04	1.945000e+02	3.222142e-06	-2.068489e-06
3.533831e-04	1.947500e+02	-1.504786e-06	-3.445791e-06
3.533831e-04	1.950000e+02	3.859330e-06	1.408836e-06
3.533831e-04	1.952500e+02	-2.411828e-06	2.959483e-07
3.533831e-04	1.955000e+02	-4.426672e-06	3.313305e-06
3.533831e-04	1.957500e+02	-3.203239e-06	-1.612676e-06
3.533831e-04	1.960000e+02	-4.010086e-06	-9.904977e-07
3.533831e-04	1.962500e+02	3.788925e-06	-1.877756e-06
3.533831e-04	1.965000e+02	2.682581e-06	-5.033618e-07
3.533831e-04	1.967500e+02	-2.495833e-06	3.335724e-06
3.533831e-04	1.970000e+02	7.141430e-07	8.298846e-07
3.533831e-04	1.972500e+02	3.179221e-06	3.607791e-06
3.533831e-04	1.975000e+02	-2.342825e-06	1.481107e-06
3.533831e-04	1.977500e+02	3.896733e-07	3.165593e-06
3.533831e-04	1.980000e+02	1.567015e-06	-1.597772e-06
3.533831e-04	1.982500e+02	-9.829338e-07	5.282039e-06
3.533831e-04	1.985000e+02	-9.716280e-07	-1.443127e-06
3.533831e-04	1.987500e+02	3.745251e-06	2.686782e-06
3.533831e-04	1.990000e+02	-2.893789e-06	1.580258e-06
3.533831e-04	1.992500e+02	-1.673997e-06	-3.460927e-06
3.533831e-04	1.995000e+02	-3.980774e-06	-1.341985e-06
3.533831e-04	1.997500e+02	-2.417047e-06	-1.956963e-06
3.533831e-04	2.000000e+02	-2.631574e-06	-2.701827e-06
3.533831e-04	2.002500e+02	-5.092299e-06	-1.003609e-06
3.533831e-04	2.005000e+02	8.224025e-06	-1.336864e-06
3.533831e-04	2.007500e+02	9.427529e-07	2.042395e-06
3.533831e-04	2.010000e+02	-6.703653e-07	9.971269e-07
3.533831e-04	2.012500e+02	-2.820257e-07	-6.910542e-07
3.533831e-04	2.015000e+02	-3.949058e-07	-6.351986e-07
3.533831e-04	2.017500e+02	-2.618515e-06	-2.311042e-06
3.533831e-04	2.020000e+02	4.982471e-06	4.649569e-06
3.533831e-04	2.022500e+02	-4.959213e-07	2.236186e-06
3.533831e-04	2.025000e+02	-1.468229e-07	-1.233772e-06
3.533831e-04	2.027500e+02	3.959887e-07	-1.302446e-06
3.533831e-04	2.030000e+02	4.458741e-09	1.903362e-06
3.533831e-04	2.032500e+02	2.568978e-06	2.043638e-06
3.533831e-04	2.035000e+02	1.891006e-06	2.079736e-06
3.533831e-04	2.037500e+02	-1.981221e-06	-3.252497e-06
3.533831e-04	2.040000e+02	7.908104e-09	-1.975795e-06
3.533831e-04	2.042500e+02	-2.233475e-06	-6.747113e-08
3.533831e-04	2.045000e+02	4.935893e-07	4.695481e-07
3.533831e-04	2.047500e+02	-2.080201e-06	-1.864185e-06
3.533831e-04	2.050000e+02	9.739380e-07	9.053910e-07
3.533831e-04	2.052500e+02	4.279934e-07	2.355424e-06
3.533831e-04	2.055000e+02	-1.544786e-06	8.633930e-07
3.533831e-04	2.057500e+02	1.735490e-06	-1.848285e-08
3.533831e-04	2.060000e+02	1.539345e-06	-1.926561e-06
3.533831e-04	2.062500e+02	-6.809185e-07	-1.041641e-07
3.533831e-04	2.065000e+02	-1.271158e-06	9.587198e-07
3.533831e-04	2.067500e+02	-3.503523e-07	4.901846e-07
3.533831e-04	2.070000e+02	-1.001083e-07	4.305712e-06
3.533831e-04	2.072500e+02	1.689722e-06	1.202127e-06
3.533831e-04	2.075000e+02	-6.122090e-08	-8.253333e-07
3.533831e-04	2.077500e+02	1.421255e-08	1.599182e-08
3.533831e-04	2.080000e+02	0.000000e+00	0.000000e+00
3.533831e-04	2.082500e+02	1.355542e-07	-7.703564e-09
3.533831e-04	2.085000e+02	1.196747e-06	-1.053095e-06
3.533831e-04	2.087500e+02	-1.977967e-06	4.949174e-07
3.533831e-04	2.090000e+02	-6.317263e-08	4.579057e-07
3.533831e-04	2.092500e+02	-6.068526e-07	-4.275632e-07
3.533831e-04	2.095000e+02	-8.123069e-07	1.181554e-06
3.533831e-04	2.097500e+02	-6.639315e-07	-2.194317e-06
3.533831e-04	2.100000e+02	6.060699e-08	-3.926318e-07
3.533831e-04	2.102500e+02	7.975804e-08	-8.347554e-08
3.533831e-04	2.105000e+02	-3.229453e-07	7.394767e-07
3.533831e-04	2.107500e+02	1.917324e-07	-2.401676e-07
3.533831e-04	2.110000e+02	8.671478e-07	-1.034228e-07
3.533831e-04	2.112500e+02	6.386438e-07	-4.453320e-07
3.533831e-04	2.115000e+02	-2.140125e-07	5.842985e-07
3.533831e-04	2.117500e+02	-1.678091e-07	4.309089e-07
3.533831e-04	2.120000e+02	-4.081428e-07	-3.685800e-07
3.533831e-04	2.122500e+02	5.943447e-07	3.957470e-07
3.533831e-04	2.125000e+02	6.001287e-07	-6.899440e-07
3.533831e-04	2.127500e+02	-5.727084e-07	6.965720e-07
3.533831e-04	2.130000e+02	3.579653e-07	3.909237e-07
3.533831e-04	2.132500e+02	2.121700e-07	9.634930e-07
3.533831e-04	2.135000e+02	2.408100e-07	-3.399889e-09
3.533831e-04	2.137500e+02	-2.283432e-07	2.187084e-07
3.533831e-04	2.140000e+02	-4.647478e-07	-2.406364e-07
3.533831e-04	2.142500e+02	-1.816263e-07	2.239431e-07
3.533831e-04	2.145000e+02	1.637999e-07	3.221956e-08
3.533831e-04	2.147500e+02	-9.961993e-10	-7.940093e-08
3.533831e-04	2.150000e+02	1.557228e-07	2.941087e-09
3.533831e-04	2.152500e+02	1.046771e-08	-5.816136e-08
3.533831e-04	2.155000e+02	-3.867960e-10	2.643841e-09
3.533831e-04	2.157500e+02	4.121544e-09	-3.154040e-09
3.533831e-04	2.160000e+02	6.167946e-08	-5.635932e-08
3.533831e-04	2.162500e+02	-7.340924e-08	1.670073e-07
3.533831e-04	2.165000e+02	2.589235e-08	-1.610110e-07
3.533831e-04	2.167500e+02	1.138128e-07	-1.667124e-07
3.533831e-04	2.170000e+02	2.356596e-07	-2.077000e-07
3.533831e-04	2.172500e+02	-3.680195e-07	1.602998e-08
3.533831e-04	2.175000e+02	1.243561e-07	2.730965e-08
3.533831e-04	2.177500e+02	1.238359e-07	-1.947841e-07
3.533831e-04	2.180000e+02	7.574363e-08	-1.201110e-07
3.533831e-04	2.182500e+02	-5.275519e-07	-3.944804e-07
3.533831e-04	2.185000e+02	-4.392996e-07	-8.976539e-08
3.533831e-04	2.187500e+02	6.739486e-07	1.790925e-08
3.533831e-04	2.190000e+02	-3.527241e-07	-4.962745e-07
3.533831e-04	2.192500e+02	3.890376e-08	-3.577356e-08
3.533831e-04	2.195000e+02	-4.287956e-08	-5.317724e-08
3.533831e-04	2.197500e+02	-5.273059e-07	-1.891657e-07
3.533831e-04	2.200000e+02	-6.805653e-07	1.051772e-06
3.533831e-04	2.202500e+02	8.243029e-07	8.934945e-07
3.533831e-04	2.205000e+02	-1.828562e-07	-7.326214e-07
3.533831e-04	2.207500e+02	-4.948468e-07	1.025251e-07
3.533831e-04	2.210000e+02	4.641341e-07	-5.720852e-07
3.533831e-04	2.212500e+02	7.841457e-08	-4.789960e-07
3.533831e-04	2.215000e+02	-3.179072e-07	-6.758448e-07
3.533831e-04	2.217500e+02	-1.273649e-06	-9.543711e-07
3.533831e-04	2.220000e+02	-3.008995e-07	-9.716763e-07
3.533831e-04	2.222500e+02	-1.764891e-06	8.191785e-07
3.533831e-04	2.225000e+02	-1.928650e-07	7.838134e-07
3.533831e-04	2.227500e+02	1.772582e-07	1.144002e-07
3.533831e-04	2.230000e+02	-9.287966e-07	-2.783366e-08
3.533831e-04	2.232500e+02	5.977857e-07	1.142964e-06
3.533831e-04	2.235000e+02	1.257488e-06	4.713805e-07
3.533831e-04	2.237500e+02	-8.164681e-07	-9.497230e-07
3.533831e-04	2.240000e+02	0.000000e+00	0.000000e+00
3.533831e-04	2.242500e+02	7.080465e-07	1.141941e-06
3.533831e-04	2.245000e+02	7.056943e-07	-8.676863e-07
3.533831e-04	2.247500e+02	-5.119075e-07	-2.127881e-06
3.533831e-04	2.250000e+02	-4.627791e-07	1.809556e-07
3.533831e-04	2.252500e+02	1.251030e-06	-7.272668e-07
3.533831e-04	2.255000e+02	-4.723134e-07	-3.712221e-07
3.533831e-04	2.257500e+02	-2.152151e-07	-1.459712e-06
3.533831e-04	2.260000e+02	1.006809e-06	5.574609e-07
3.533831e-04	2.262500e+02	9.021121e-07	3.396655e-07
3.533831e-04	2.265000e+02	-4.038553e-07	-2.672008e-07
3.533831e-04	2.267500e+02	1.484804e-07	-1.347939e-06
3.533831e-04	2.270000e+02	-2.792990e-08	5.709449e-07
3.533831e-04	2.272500e+02	1.340797e-06	1.388443e-06
3.533831e-04	2.275000e+02	-6.480694e-08	8.779011e-07
3.533831e-04	2.277500e+02	3.881459e-07	1.683739e-06
3.533831e-04	2.280000e+02	4.822552e-07	4.908681e-07
3.533831e-04	2.282500e+02	6.495479e-07	8.286841e-07
3.533831e-04	2.285000e+02	2.424157e-07	-3.247188e-07
3.533831e-04	2.287500e+02	-1.490099e-06	-9.675003e-07
3.533831e-04	2.290000e+02	1.110219e-07	-1.556623e-08
3.533831e-04	2.292500e+02	2.449358e-07	-1.737553e-06
3.533831e-04	2.295000e+02	3.719619e-07	9.819576e-07
3.533831e-04	2.297500e+02	-2.477796e-07	7.562085e-08
3.533831e-04	2.300000e+02	2.265290e-07	3.840935e-07
3.533831e-04	2.302500e+02	1.356970e-06	6.079638e-07
3.533831e-04	2.305000e+02	1.829228e-08	3.618204e-08
3.533831e-04	2.307500e+02	-1.181639e-06	-9.233781e-07
3.533831e-04	2.310000e+02	-1.050799e-07	-1.932528e-06
3.533831e-04	2.312500e+02	3.922188e-07	-7.095442e-07
3.533831e-04	2.315000e+02	-4.765625e-07	-1.220082e-06
3.533831e-04	2.317500e+02	-9.248753e-07	-2.477361e-06
3.533831e-04	2.320000e+02	4.235696e-07	1.260251e-07
3.533831e-04	2.322500e+02	-9.431463e-07	-2.114217e-06
3.533831e-04	2.325000e+02	-7.236088e-07	1.923650e-07
3.533831e-04	2.327500e+02	2.150255e-07	8.854799e-07
3.533831e-04	2.330000e+02	1.060982e-06	-7.938704e-09
3.533831e-04	2.332500e+02	-2.251906e-06	-6.252368e-07
3.533831e-04	2.335000e+02	-1.672159e-07	3.416013e-07
3.533831e-04	2.337500e+02	-2.000180e-06	4.297897e-07
3.533831e-04	2.340000e+02	3.223754e-07	1.000554e-06
3.533831e-04	2.342500e+02	-9.854285e-07	1.338398e-06
3.533831e-04	2.345000e+02	-1.124202e-06	-1.122330e-07
3.533831e-04	2.347500e+02	-1.859570e-06	-3.903132e-08
3.533831e-04	2.350000e+02	8.086638e-07	-7.293169e-07
3.533831e-04	2.352500e+02	1.781400e-06	-1.504214e-06
3.533831e-04	2.355000e+02	1.783630e-06	4.235693e-07
3.533831e-04	2.357500e+02	-1.898307e-07	2.107305e-07
3.533831e-04	2.360000e+02	-2.331798e-07	1.935946e-07
3.533831e-04	2.362500e+02	-9.538715e-07	-3.547648e-06
3.533831e-04	2.365000e+02	1.522351e-06	-4.341902e-07
3.533831e-04	2.367500e+02	6.562483e-07	2.125553e-06
3.533831e-04	2.370000e+02	-4.351795e-07	-7.098168e-07
3.533831e-04	2.372500e+02	6.876796e-07	-3.811935e-07
3.533831e-04	2.375000e+02	3.518303e-07	-1.437645e-07
3.533831e-04	2.377500e+02	1.657386e-06	4.675630e-08
3.533831e-04	2.380000e+02	-1.141229e-06	-9.783949e-07
3.533831e-04	2.382500e+02	3.161417e-08	-6.715850e-08
3.533831e-04	2.385000e+02	-8.686197e-07	4.410076e-07
3.533831e-04	2.387500e+02	6.835972e-07	7.414550e-08
3.533831e-04	2.390000e+02	1.610620e-06	-6.810174e-07
3.533831e-04	2.392500e+02	6.519130e-07	1.876473e-07
3.533831e-04	2.395000e+02	-7.193389e-07	-3.689263e-07
3.533831e-04	2.397500e+02	-5.131642e-08	-5.904618e-08
3.533831e-04	2.400000e+02	0.000000e+00	0.000000e+00
3.533831e-04	2.402500e+02	-2.033959e-08	6.920570e-10
3.533831e-04	2.405000e+02	-3.230438e-07	-1.066568e-06
3.533831e-04	2.407500e+02	3.170617e-07	-9.472696e-07
3.533831e-04	2.410000e+02	1.743320e-06	-6.037977e-07
3.533831e-04	2.412500e+02	1.044734e-06	5.449032e-07
3.533831e-04	2.415000e+02	-5.701134e-07	-4.080630e-07
3.533831e-04	2.417500e+02	-2.294768e-08	8.385047e-07
3.533831e-04	2.420000e+02	-5.063629e-07	-1.015867e-06
3.533831e-04	2.422500e+02	1.773649e-06	1.908965e-06
3.533831e-04	2.425000e+02	-9.695002e-07	1.963618e-08
3.533831e-04	2.427500e+02	2.224525e-06	8.732817e-07
3.533831e-04	2.430000e+02	1.711485e-06	-4.672989e-07
3.533831e-04	2.432500e+02	1.416152e-07	6.206575e-07
3.533831e-04	2.435000e+02	-1.117096e-06	-8.669229e-07
3.533831e-04	2.437500e+02	-3.728917e-07	4.158314e-08
3.533831e-04	2.440000e+02	2.832057e-07	1.619677e-06
3.533831e-04	2.442500e+02	5.359283e-07	3.478283e-06
3.533831e-04	2.445000e+02	1.944469e-06	6.875982e-07
3.533831e-04	2.447500e+02	6.567497e-07	1.855249e-06
3.533831e-04	2.450000e+02	-1.005246e-06	1.169630e-06
3.533831e-04	2.452500e+02	2.395225e-07	6.689426e-07
3.533831e-04	2.455000e+02	4.251035e-07	-8.161334e-07
3.533831e-04	2.457500e+02	-2.267072e-06	1.170815e-07
3.533831e-04	2.460000e+02	4.588732e-07	1.039543e-06
3.533831e-04	2.462500e+02	-5.889524e-07	-2.112320e-07
3.533831e-04	2.465000e+02	1.314098e-07	-3.113228e-07
3.533831e-04	2.467500e+02	4.789113e-07	2.415304e-08
3.533831e-04	2.470000e+02	-2.959186e-07	1.472785e-06
3.533831e-04	2.472500e+02	4.738317e-07	1.276307e-06
3.533831e-04	2.475000e+02	1.207420e-06	-1.435152e-06
3.533831e-04	2.477500e+02	6.239623e-07	-1.459913e-06
3.533831e-04	2.480000e+02	3.235312e-09	8.948547e-07
3.533831e-04	2.482500e+02	1.510288e-06	-8.571061e-07
3.533831e-04	2.485000e+02	7.837482e-07	1.215310e-06
3.533831e-04	2.487500e+02	-7.525743e-07	-1.277626e-06
3.533831e-04	2.490000e+02	1.098887e-06	-4.235831e-07
3.533831e-04	2.492500e+02	-1.108488e-07	7.734619e-07
3.533831e-04	2.495000e+02	-2.688423e-07	1.459121e-07
3.533831e-04	2.497500e+02	-8.429471e-07	-7.028491e-07
3.533831e-04	2.500000e+02	6.439178e-07	-1.039407e-06
3.533831e-04	2.502500e+02	6.162321e-07	-6.929308e-07
3.533831e-04	2.505000e+02	5.637976e-07	4.412395e-07
3.533831e-04	2.507500e+02	-2.629545e-07	9.979849e-07
3.533831e-04	2.510000e+02	9.367545e-07	-9.176222e-08
3.533831e-04	2.512500e+02	-9.433738e-07	5.378290e-07
3.533831e-04	2.515000e+02	-1.979772e-06	1.273911e-06
3.533831e-04	2.517500e+02	1.195665e-07	6.427951e-07
3.533831e-04	2.520000e+02	6.316223e-07	-5.772377e-07
3.533831e-04	2.522500e+02	-3.241726e-07	7.894007e-07
3.533831e-04	2.525000e+02	2.598490e-07	9.825786e-08
3.533831e-04	2.527500e+02	6.927434e-07	-9.371635e-07
3.533831e-04	2.530000e+02	-1.118470e-06	-7.349480e-07
3.533831e-04	2.532500e+02	-6.179486e-07	9.963787e-07
3.533831e-04	2.535000e+02	-1.954196e-07	-1.179013e-06
3.533831e-04	2.537500e+02	-2.902614e-07	2.561335e-07
3.533831e-04	2.540000e+02	2.558770e-07	3.400559e-07
3.533831e-04	2.542500e+02	-2.297444e-09	-1.461883e-07
3.533831e-04	2.545000e+02	4.683301e-07	-1.117907e-06
3.533831e-04	2.547500e+02	-2.362608e-07	-4.966321e-07
3.533831e-04	2.550000e+02	-3.561572e-07	4.089669e-07
3.533831e-04	2.552500e+02	5.186806e-07	3.084629e-07
3.533831e-04	2.555000e+02	2.480304e-07	5.498040e-07
3.533831e-04	2.557500e+02	5.145190e-07	-8.025045e-08
3.533831e-04	2.560000e+02	0.000000e+00	0.000000e+00
3.533831e-04	2.562500e+02	-3.795619e-07	4.194488e-07
3.533831e-04	2.565000e+02	-3.507799e-07	-1.201138e-07
3.533831e-04	2.567500e+02	-2.371726e-07	-7.157079e-07
3.533831e-04	2.570000e+02	8.148449e-08	-2.528195e-07
