   9.1825428e-08   1.0000000e-16
   9.1825428e-08   9.2082191e-08
   9.6157460e-08   3.4094535e-07
   1.0069386e-07   5.6852334e-07
   1.0544428e-07   7.6822254e-07
   1.1041881e-07   9.4758296e-07
   1.1562801e-07   1.1099360e-06
   1.2108298e-07   1.2508891e-06
   1.2679528e-07   1.3714591e-06
   1.3277708e-07   1.4832736e-06
   1.3904108e-07   1.5845227e-06
   1.4560060e-07   1.6670586e-06
   1.5246957e-07   1.7447461e-06
   1.5966260e-07   1.8104019e-06
   1.6719498e-07   1.8644037e-06
   1.7508270e-07   1.9133408e-06
   1.8334255e-07   1.9515222e-06
   1.9199207e-07   1.9851056e-06
   2.0104964e-07   2.0141515e-06
   2.1053452e-07   2.0342009e-06
   2.2046687e-07   2.0505729e-06
   2.3086780e-07   2.0633544e-06
   2.4175941e-07   2.0727687e-06
   2.5316485e-07   2.0789388e-06
   2.6510836e-07   2.0790356e-06
   2.7761533e-07   2.0796081e-06
   2.9071234e-07   2.0749273e-06
   3.0442722e-07   2.0682653e-06
   3.1878913e-07   2.0597183e-06
   3.3382859e-07   2.0495018e-06
   3.4957756e-07   2.0377013e-06
   3.6606951e-07   2.0245221e-06
   3.8333951e-07   2.0100358e-06
   4.0142425e-07   1.9929392e-06
   4.2036217e-07   1.9764354e-06
   4.4019352e-07   1.9589762e-06
   4.6096045e-07   1.9396033e-06
   4.8270710e-07   1.9207079e-06
   5.0547968e-07   1.9002604e-06
   5.2932661e-07   1.8802669e-06
   5.5429855e-07   1.8590301e-06
   5.8044859e-07   1.8382285e-06
   6.0783231e-07   1.8164095e-06
   6.3650791e-07   1.7944590e-06
   6.6653633e-07   1.7729208e-06
   6.9798139e-07   1.7507142e-06
   7.3090993e-07   1.7284235e-06
   7.6539194e-07   1.7066009e-06
   8.0150070e-07   1.6842744e-06
   8.3931295e-07   1.6619909e-06
   8.7890907e-07   1.6398135e-06
   9.2037320e-07   1.6180067e-06
   9.6379348e-07   1.5960023e-06
   1.0092622e-06   1.5740856e-06
   1.0568760e-06   1.5523522e-06
   1.1067360e-06   1.5307349e-06
   1.1589483e-06   1.5092863e-06
   1.2136238e-06   1.4880591e-06
   1.2708787e-06   1.4671662e-06
   1.3308347e-06   1.4463138e-06
   1.3936193e-06   1.4256251e-06
   1.4593658e-06   1.4051922e-06
   1.5282140e-06   1.3849338e-06
   1.6003103e-06   1.3649420e-06
   1.6758079e-06   1.3451324e-06
   1.7548671e-06   1.3254360e-06
   1.8376562e-06   1.3061403e-06
   1.9243510e-06   1.2870323e-06
   2.0151357e-06   1.2682060e-06
   2.1102034e-06   1.2495693e-06
   2.2097561e-06   1.2311300e-06
   2.3140054e-06   1.2129719e-06
   2.4231728e-06   1.1950501e-06
   2.5374904e-06   1.1773391e-06
   2.6572011e-06   1.1598932e-06
   2.7825594e-06   1.1426637e-06
   2.9138317e-06   1.1256893e-06
   3.0512970e-06   1.1089351e-06
   3.1952475e-06   1.0924264e-06
   3.3459891e-06   1.0760880e-06
   3.5038422e-06   1.0600336e-06
   3.6691424e-06   1.0441559e-06
   3.8422408e-06   1.0285586e-06
   4.0235055e-06   1.0131321e-06
   4.2133217e-06   9.9798227e-07
   4.4120929e-06   9.8299736e-07
   4.6202414e-06   9.6828515e-07
   4.8382097e-06   9.5368456e-07
   5.0664610e-06   9.3934370e-07
   5.3054805e-06   9.2526966e-07
   5.5557762e-06   9.1130027e-07
   5.8178801e-06   8.9759512e-07
   6.0923492e-06   8.8407741e-07
   6.3797668e-06   8.7077575e-07
   6.6807439e-06   8.5761187e-07
   6.9959202e-06   8.4464233e-07
   7.3259654e-06   8.3192655e-07
   7.6715812e-06   8.1933852e-07
   8.0335020e-06   8.0700010e-07
   8.4124970e-06   7.9474334e-07
   8.8093719e-06   7.8277222e-07
   9.2249701e-06   7.7087710e-07
   9.6601748e-06   7.5919730e-07
   1.0115911e-05   7.4771911e-07
   1.0593148e-05   7.3638496e-07
   1.1092899e-05   7.2524917e-07
   1.1616226e-05   7.1421307e-07
   1.2164243e-05   7.0341007e-07
   1.2738113e-05   6.9270065e-07
   1.3339057e-05   6.8215048e-07
   1.3968351e-05   6.7182848e-07
   1.4627334e-05   6.6159075e-07
   1.5317405e-05   6.5157785e-07
   1.6040031e-05   6.4164338e-07
   1.6796749e-05   6.3193056e-07
   1.7589166e-05   6.2225419e-07
   1.8418967e-05   6.1275752e-07
   1.9287915e-05   6.0347834e-07
   2.0197858e-05   5.9422710e-07
   2.1150728e-05   5.8522651e-07
   2.2148552e-05   5.7624854e-07
   2.3193451e-05   5.6743927e-07
   2.4287644e-05   5.5880543e-07
   2.5433458e-05   5.5025710e-07
   2.6633327e-05   5.4188182e-07
   2.7889803e-05   5.3355127e-07
   2.9205555e-05   5.2546225e-07
   3.0583380e-05   5.1737735e-07
   3.2026207e-05   5.0941198e-07
   3.3537102e-05   5.0164988e-07
   3.5119275e-05   4.9391923e-07
   3.6776091e-05   4.8642482e-07
   3.8511070e-05   4.7892175e-07
   4.0327900e-05   4.7161793e-07
   4.2230442e-05   4.6433564e-07
   4.4222740e-05   4.5716063e-07
   4.6309028e-05   4.5018257e-07
   4.8493741e-05   4.4321839e-07
   5.0781521e-05   4.3644951e-07
   5.3177232e-05   4.2968979e-07
   5.5685964e-05   4.2302934e-07
   5.8313051e-05   4.1656235e-07
   6.1064075e-05   4.1009713e-07
   6.3944884e-05   4.0382398e-07
   6.6961601e-05   3.9754808e-07
   7.0120636e-05   3.9136404e-07
   7.3428704e-05   3.8533605e-07
   7.6892837e-05   3.7933277e-07
   8.0520397e-05   3.7351901e-07
   8.4319093e-05   3.6769100e-07
   8.8297000e-05   3.6194798e-07
   9.2462571e-05   3.5639343e-07
   9.6824661e-05   3.5078327e-07
   1.0139254e-04   3.4539517e-07
   1.0617592e-04   3.3998175e-07
   1.1118496e-04   3.3464694e-07
   1.1643031e-04   3.2949903e-07
   1.2192313e-04   3.2428472e-07
   1.2767507e-04   3.1929105e-07
   1.3369837e-04   3.1426138e-07
   1.4000584e-04   3.0930441e-07
   1.4661087e-04   3.0449894e-07
   1.5352750e-04   2.9968540e-07
   1.6077044e-04   2.9505724e-07
   1.6835508e-04   2.9038278e-07
   1.7629754e-04   2.8574123e-07
   1.8461469e-04   2.8131933e-07
   1.9332423e-04   2.7684492e-07
   2.0244465e-04   2.7252121e-07
   2.1199535e-04   2.6817557e-07
   2.2199661e-04   2.6389217e-07
   2.3246971e-04   2.5979396e-07
   2.4343689e-04   2.5559924e-07
   2.5492147e-04   2.5149822e-07
   2.6694785e-04   2.4758271e-07
   2.7954160e-04   2.4356489e-07
   2.9272948e-04   2.3976675e-07
   3.0653953e-04   2.3589715e-07
   3.2100109e-04   2.3204826e-07
   3.3614490e-04   2.2841956e-07
   3.5200315e-04   2.2471380e-07
   3.6860954e-04   2.2102630e-07
   3.8599936e-04   2.1755958e-07
   4.0420958e-04   2.1401036e-07
   4.2327891e-04   2.1047706e-07
   4.4324786e-04   2.0716522e-07
   4.6415888e-04   2.0376561e-07
   4.8605642e-04   2.0051908e-07
   5.0898702e-04   1.9721597e-07
   5.3299941e-04   1.9395938e-07
   5.5814462e-04   1.9085665e-07
   5.8447611e-04   1.8769235e-07
   6.1204984e-04   1.8457255e-07
   6.4092440e-04   1.8160739e-07
   6.7116118e-04   1.7857590e-07
   7.0282443e-04   1.7555275e-07
   7.3598145e-04   1.7275348e-07
   7.7070271e-04   1.6984908e-07
   8.0706201e-04   1.6695121e-07
   8.4513663e-04   1.6427800e-07
   8.8500749e-04   1.6149531e-07
   9.2675933e-04   1.5871744e-07
   9.7048089e-04   1.5601225e-07
   1.0162651e-03   1.5346470e-07
   1.0642092e-03   1.5083603e-07
   1.1144153e-03   1.4824427e-07
   1.1669898e-03   1.4581079e-07
   1.2220447e-03   1.4329242e-07
   1.2796969e-03   1.4080949e-07
   1.3400689e-03   1.3848538e-07
   1.4032891e-03   1.3607289e-07
   1.4694918e-03   1.3366026e-07
   1.5388178e-03   1.3131539e-07
   1.6114143e-03   1.2916448e-07
   1.6874357e-03   1.2685226e-07
   1.7670435e-03   1.2460653e-07
   1.8504070e-03   1.2239274e-07
   1.9377033e-03   1.2033934e-07
   2.0291180e-03   1.1818901e-07
   2.1248454e-03   1.1603527e-07
   2.2250888e-03   1.1394611e-07
   2.3300614e-03   1.1205181e-07
   2.4399863e-03   1.0998888e-07
   2.5550971e-03   1.0798946e-07
   2.6756384e-03   1.0601909e-07
   2.8018666e-03   1.0404323e-07
   2.9340497e-03   1.0229641e-07
   3.0724688e-03   1.0037750e-07
   3.2174182e-03   9.8520524e-08
   3.3692057e-03   9.6691056e-08
   3.5281541e-03   9.4854618e-08
   3.6946012e-03   9.3246382e-08
   3.8689007e-03   9.1463777e-08
   4.0514232e-03   8.9741705e-08
   4.2425564e-03   8.8045784e-08
   4.4427067e-03   8.6341580e-08
   4.6522995e-03   8.4697199e-08
   4.8717802e-03   8.3078262e-08
   5.1016153e-03   8.1616744e-08
   5.3422933e-03   8.0047804e-08
   5.5943257e-03   7.8469411e-08
   5.8582482e-03   7.6949678e-08
   6.1346217e-03   7.5454260e-08
   6.4240337e-03   7.3948755e-08
   6.7270991e-03   7.2501325e-08
   7.0444623e-03   7.1043443e-08
   7.3767976e-03   6.9643224e-08
   7.7248115e-03   6.8266352e-08
   8.0892435e-03   6.6878447e-08
   8.4708683e-03   6.5708401e-08
   8.8704969e-03   6.4399638e-08
   9.2889787e-03   6.3079227e-08
   9.7272032e-03   6.1815371e-08
   1.0186102e-02   6.0539542e-08
   1.0666650e-02   5.9319892e-08
   1.1169868e-02   5.8122107e-08
   1.1696827e-02   5.6911810e-08
   1.2248646e-02   5.5604296e-08
   1.2826498e-02   5.4438066e-08
   1.3431612e-02   5.3327193e-08
   1.4065272e-02   5.2237370e-08
   1.4728827e-02   5.1134221e-08
   1.5423686e-02   5.0085921e-08
   1.6151327e-02   4.9023966e-08
   1.6913295e-02   4.8016476e-08
   1.7711211e-02   4.7029142e-08
   1.8546769e-02   4.6027588e-08
   1.9421747e-02   4.4941226e-08
   2.0338003e-02   4.4014887e-08
   2.1297485e-02   4.3073780e-08
   2.2302233e-02   4.2186088e-08
   2.3354381e-02   4.1283261e-08
   2.4456167e-02   4.0433426e-08
   2.5609931e-02   3.9474061e-08
   2.6818126e-02   3.8628998e-08
   2.8083320e-02   3.7836352e-08
   2.9408202e-02   3.7027573e-08
   3.0795587e-02   3.6150285e-08
   3.2248425e-02   3.5413058e-08
   3.3769803e-02   3.4659036e-08
   3.5362955e-02   3.3841943e-08
   3.7031267e-02   3.3124056e-08
   3.8778284e-02   3.2457019e-08
   4.0607720e-02   3.1698313e-08
   4.2523463e-02   3.1031880e-08
   4.4529585e-02   3.0415603e-08
   4.6630349e-02   2.9713278e-08
   4.8830221e-02   2.9096140e-08
   5.1133875e-02   2.8430935e-08
   5.3546209e-02   2.7846120e-08
   5.6072349e-02   2.7310198e-08
   5.8717664e-02   2.6697642e-08
   6.1487777e-02   2.6158289e-08
   6.4388574e-02   2.5580218e-08
   6.7426222e-02   2.5070537e-08
   7.0607177e-02   2.4525815e-08
   7.3938199e-02   2.4078853e-08
   7.7426368e-02   2.3532154e-08
   8.1079098e-02   2.3036364e-08
   8.4904152e-02   2.2596909e-08
   8.8909660e-02   2.2131461e-08
   9.3104135e-02   2.1751868e-08
   9.7496492e-02   2.1281375e-08
   1.0209607e-01   2.0860170e-08
   1.0691263e-01   2.0483713e-08
   1.1195643e-01   2.0089704e-08
   1.1723818e-01   1.9770226e-08
   1.2276910e-01   1.9368016e-08
   1.2856096e-01   1.9013427e-08
   1.3462606e-01   1.8671969e-08
   1.4097729e-01   1.8362179e-08
   1.4762815e-01   1.8044105e-08
   1.5459277e-01   1.7703986e-08
   1.6188597e-01   1.7457852e-08
   1.6952323e-01   1.7173441e-08
   1.7752080e-01   1.6865991e-08
   1.8589567e-01   1.6603529e-08
   1.9466563e-01   1.6317395e-08
   2.0384934e-01   1.6115842e-08
   2.1346630e-01   1.5882400e-08
   2.2353696e-01   1.5624351e-08
   2.3408273e-01   1.5409732e-08
   2.4512601e-01   1.5169919e-08
   2.5669027e-01   1.4972910e-08
   2.6880010e-01   1.4816474e-08
   2.8148124e-01   1.4600518e-08
   2.9476063e-01   1.4426567e-08
   3.0866649e-01   1.4260202e-08
   3.2322840e-01   1.4066945e-08
   3.3847729e-01   1.3914909e-08
   3.5444557e-01   1.3735492e-08
   3.7116718e-01   1.3596767e-08
   3.8867767e-01   1.3464356e-08
   4.0701425e-01   1.3303819e-08
   4.2621588e-01   1.3204876e-08
   4.4632339e-01   1.3054913e-08
   4.6737951e-01   1.2944530e-08
   4.8942899e-01   1.2839384e-08
   5.1251869e-01   1.2705074e-08
   5.3669769e-01   1.2609755e-08
   5.6201738e-01   1.2484912e-08
   5.8853158e-01   1.2398662e-08
   6.1629663e-01   1.2316698e-08
   6.4537154e-01   1.2204657e-08
   6.7581812e-01   1.2130713e-08
   7.0770107e-01   1.2026391e-08
   7.4108815e-01   1.1959827e-08
   7.7605033e-01   1.1896750e-08
   8.1266192e-01   1.1802828e-08
   8.5100072e-01   1.1746254e-08
   8.9114823e-01   1.1692751e-08
   9.3318977e-01   1.1607986e-08
   9.7721470e-01   1.1560203e-08
   1.0233166e+00   1.1480941e-08
   1.0715934e+00   1.1438403e-08
