   1.0000000000000001e-01	   6.7975300000000002e-02	
   2.0000000000000001e-01	   9.4541299999999998e-04	
   2.9999999999999999e-01	   9.8839799999999995e-05	
   4.0000000000000002e-01	   2.1994899999999998e-05	
   5.0000000000000000e-01	   7.0934300000000001e-06	
   5.9999999999999998e-01	   2.8366500000000002e-06	
   6.9999999999999996e-01	   1.3051899999999999e-06	
   8.0000000000000004e-01	   6.6322799999999999e-07	
   9.0000000000000002e-01	   3.6306500000000000e-07	
   1.0000000000000000e+00	   2.1068400000000001e-07	
   1.1000000000000001e+00	   1.2815700000000000e-07	
   1.2000000000000000e+00	   8.1058999999999998e-08	
   1.3000000000000000e+00	   5.2987499999999997e-08	
   1.3999999999999999e+00	   3.5632999999999999e-08	
   1.5000000000000000e+00	   2.4558300000000000e-08	
   1.6000000000000001e+00	   1.7295399999999999e-08	
   1.7000000000000000e+00	   1.2415799999999999e-08	
   1.8000000000000000e+00	   9.0667199999999995e-09	
   1.8999999999999999e+00	   6.7237799999999997e-09	
   2.0000000000000000e+00	   5.0561800000000002e-09	
   2.1000000000000001e+00	   3.8506300000000004e-09	
   2.2000000000000002e+00	   2.9666799999999999e-09	
   2.2999999999999998e+00	   2.3100700000000001e-09	
   2.3999999999999999e+00	   1.8164799999999999e-09	
   2.5000000000000000e+00	   1.4413399999999999e-09	
   2.6000000000000001e+00	   1.1533199999999999e-09	
   2.7000000000000002e+00	   9.3007800000000004e-10	
   2.7999999999999998e+00	   7.5552699999999995e-10	
   2.8999999999999999e+00	   6.1792500000000001e-10	
   3.0000000000000000e+00	   5.0861500000000001e-10	
   3.1000000000000001e+00	   4.2115300000000001e-10	
   3.2000000000000002e+00	   3.5069999999999999e-10	
   3.2999999999999998e+00	   2.9358800000000000e-10	
   3.3999999999999999e+00	   2.4700900000000000e-10	
   3.5000000000000000e+00	   2.0880700000000000e-10	
   3.6000000000000001e+00	   1.7730700000000001e-10	
   3.7000000000000002e+00	   1.5120000000000001e-10	
   3.7999999999999998e+00	   1.2946000000000001e-10	
   3.8999999999999999e+00	   1.1127200000000000e-10	
   4.0000000000000000e+00	   9.5989000000000001e-11	
   4.0999999999999996e+00	   8.3095300000000004e-11	
   4.2000000000000002e+00	   7.2172999999999995e-11	
   4.2999999999999998e+00	   6.2885999999999994e-11	
   4.4000000000000004e+00	   5.4960800000000000e-11	
   4.5000000000000000e+00	   4.8174500000000000e-11	
   4.5999999999999996e+00	   4.2343800000000002e-11	
   4.7000000000000002e+00	   3.7318500000000000e-11	
   4.7999999999999998e+00	   3.2974299999999998e-11	
   4.9000000000000004e+00	   2.9207500000000000e-11	
   5.0000000000000000e+00	   2.5932500000000000e-11	
   5.0999999999999996e+00	   2.3077199999999999e-11	
   5.2000000000000002e+00	   2.0581399999999999e-11	
   5.2999999999999998e+00	   1.8394400000000001e-11	
   5.4000000000000004e+00	   1.6473300000000001e-11	
   5.5000000000000000e+00	   1.4781900000000001e-11	
   5.5999999999999996e+00	   1.3289300000000000e-11	
   5.7000000000000002e+00	   1.1969399999999999e-11	
   5.7999999999999998e+00	   1.0799700000000001e-11	
   5.9000000000000004e+00	   9.7609999999999993e-12	
   6.0000000000000000e+00	   8.8368499999999994e-12	
   6.0999999999999996e+00	   8.0130299999999994e-12	
   6.2000000000000002e+00	   7.2773299999999996e-12	
   6.2999999999999998e+00	   6.6191199999999998e-12	
   6.4000000000000004e+00	   6.0292299999999997e-12	
   6.5000000000000000e+00	   5.4997000000000001e-12	
   6.5999999999999996e+00	   5.0235800000000003e-12	
   6.7000000000000002e+00	   4.5947800000000003e-12	
   6.7999999999999998e+00	   4.2080499999999996e-12	
   6.9000000000000004e+00	   3.8587299999999997e-12	
   7.0000000000000000e+00	   3.5426999999999998e-12	
