   1.0000000000000001e-01	   4.1653200000000000e-04	
   2.0000000000000001e-01	   9.0929300000000004e-05	
   2.9999999999999999e-01	   2.2781699999999999e-05	
   4.0000000000000002e-01	   6.7870100000000003e-06	
   5.0000000000000000e-01	   2.3245200000000001e-06	
   5.9999999999999998e-01	   8.8889999999999997e-07	
   6.9999999999999996e-01	   3.7146500000000000e-07	
   8.0000000000000004e-01	   1.6699600000000000e-07	
   9.0000000000000002e-01	   7.9821699999999995e-08	
   1.0000000000000000e+00	   4.0202499999999999e-08	
   1.1000000000000001e+00	   2.1184800000000000e-08	
   1.2000000000000000e+00	   1.1614000000000001e-08	
   1.3000000000000000e+00	   6.5933599999999997e-09	
   1.3999999999999999e+00	   3.8613600000000004e-09	
   1.5000000000000000e+00	   2.3253200000000000e-09	
   1.6000000000000001e+00	   1.4360000000000000e-09	
   1.7000000000000000e+00	   9.0725800000000001e-10	
   1.8000000000000000e+00	   5.8524399999999997e-10	
   1.8999999999999999e+00	   3.8477600000000001e-10	
   2.0000000000000000e+00	   2.5743700000000002e-10	
   2.1000000000000001e+00	   1.7503800000000001e-10	
   2.2000000000000002e+00	   1.2080000000000001e-10	
   2.2999999999999998e+00	   8.4528799999999997e-11	
   2.3999999999999999e+00	   5.9913900000000005e-11	
   2.5000000000000000e+00	   4.2979000000000001e-11	
   2.6000000000000001e+00	   3.1178099999999998e-11	
   2.7000000000000002e+00	   2.2855900000000001e-11	
   2.7999999999999998e+00	   1.6920900000000001e-11	
   2.8999999999999999e+00	   1.2643500000000000e-11	
   3.0000000000000000e+00	   9.5300799999999993e-12	
   3.1000000000000001e+00	   7.2426400000000003e-12	
   3.2000000000000002e+00	   5.5471600000000000e-12	
   3.2999999999999998e+00	   4.2799499999999998e-12	
   3.3999999999999999e+00	   3.3253199999999998e-12	
   3.5000000000000000e+00	   2.6007499999999998e-12	
   3.6000000000000001e+00	   2.0468700000000001e-12	
   3.7000000000000002e+00	   1.6206100000000001e-12	
   3.7999999999999998e+00	   1.2904500000000000e-12	
   3.8999999999999999e+00	   1.0331400000000000e-12	
   4.0000000000000000e+00	   8.3144100000000001e-13	
   4.0999999999999996e+00	   6.7243799999999997e-13	
   4.2000000000000002e+00	   5.4642799999999998e-13	
   4.2999999999999998e+00	   4.4604899999999998e-13	
   4.4000000000000004e+00	   3.6569800000000000e-13	
   4.5000000000000000e+00	   3.0107500000000001e-13	
   4.5999999999999996e+00	   2.4886599999999999e-13	
   4.7000000000000002e+00	   2.0650500000000001e-13	
   4.7999999999999998e+00	   1.7199000000000001e-13	
   4.9000000000000004e+00	   1.4375600000000000e-13	
   5.0000000000000000e+00	   1.2057100000000001e-13	
   5.0999999999999996e+00	   1.0146000000000000e-13	
   5.2000000000000002e+00	   8.5652499999999998e-14	
   5.2999999999999998e+00	   7.2530800000000002e-14	
   5.4000000000000004e+00	   6.1603099999999995e-14	
   5.5000000000000000e+00	   5.2473100000000000e-14	
   5.5999999999999996e+00	   4.4821199999999997e-14	
   5.7000000000000002e+00	   3.8388899999999997e-14	
   5.7999999999999998e+00	   3.2966099999999999e-14	
   5.9000000000000004e+00	   2.8381300000000001e-14	
   6.0000000000000000e+00	   2.4494600000000000e-14	
   6.0999999999999996e+00	   2.1190800000000000e-14	
   6.2000000000000002e+00	   1.8375400000000001e-14	
   6.2999999999999998e+00	   1.5970100000000001e-14	
   6.4000000000000004e+00	   1.3910400000000000e-14	
   6.5000000000000000e+00	   1.2142300000000000e-14	
   6.5999999999999996e+00	   1.0621100000000001e-14	
   6.7000000000000002e+00	   9.3094100000000007e-15	
   6.7999999999999998e+00	   8.1759499999999999e-15	
   6.9000000000000004e+00	   7.1944399999999994e-15	
   7.0000000000000000e+00	   6.3427599999999997e-15	
