   1.2000000000000000e+00	   1.2000000000000000e+00	
   4.5000000000000000e+01	   4.5000000000000000e+01	
   9.2779699999999998e+00	   1.3222000000000000e+01	
   3.5655099999999997e+01	   1.6835400000000000e+01	
   3.5377600000000001e+01	   1.6592600000000001e+01	
   1.2000000000000000e+00	   1.2000000000000000e+00	
   5.5000000000000000e+01	   5.5000000000000000e+01	
   1.0257099999999999e+01	   1.4606000000000000e+01	
   4.1744399999999999e+01	   1.9184999999999999e+01	
   2.8851800000000001e+01	   1.0695200000000000e+01	
   1.2000000000000000e+00	   1.2000000000000000e+00	
   6.5000000000000000e+01	   6.5000000000000000e+01	
   1.1150600000000001e+01	   1.5869999999999999e+01	
   4.7576900000000002e+01	   2.1377800000000001e+01	
   2.6498200000000001e+01	   8.9917700000000007e+00	
   1.7000000000000000e+00	   1.7000000000000000e+00	
   4.5000000000000000e+01	   4.5000000000000000e+01	
   9.0641300000000005e+00	   1.2952000000000000e+01	
   3.8082200000000000e+01	   1.9671600000000002e+01	
   3.7753799999999998e+01	   1.9319700000000001e+01	
   1.7000000000000000e+00	   1.7000000000000000e+00	
   5.5000000000000000e+01	   5.5000000000000000e+01	
   1.0018300000000000e+01	   1.4304000000000000e+01	
   4.4630699999999997e+01	   2.2556200000000000e+01	
   2.9710999999999999e+01	   1.1286500000000000e+01	
   1.7000000000000000e+00	   1.7000000000000000e+00	
   6.5000000000000000e+01	   6.5000000000000000e+01	
   1.0889099999999999e+01	   1.5538000000000000e+01	
   5.0903100000000002e+01	   2.5247800000000002e+01	
   2.7090199999999999e+01	   9.3586799999999997e+00	
   2.2000000000000002e+00	   2.2000000000000002e+00	
   4.5000000000000000e+01	   4.5000000000000000e+01	
   8.7740899999999993e+00	   1.2571000000000000e+01	
   4.0699900000000000e+01	   2.2903600000000001e+01	
   4.0331699999999998e+01	   2.2469200000000001e+01	
   2.2000000000000002e+00	   2.2000000000000002e+00	
   5.5000000000000000e+01	   5.5000000000000000e+01	
   9.6959499999999998e+00	   1.3880000000000001e+01	
   4.7718200000000003e+01	   2.6328399999999998e+01	
   3.1045500000000001e+01	   1.2298000000000000e+01	
   2.2000000000000002e+00	   2.2000000000000002e+00	
   6.5000000000000000e+01	   6.5000000000000000e+01	
   1.0537500000000000e+01	   1.5076000000000001e+01	
   5.4440700000000000e+01	   2.9528900000000000e+01	
   2.7996200000000002e+01	   9.9509200000000000e+00	
   2.7000000000000002e+00	   2.7000000000000002e+00	
   4.5000000000000000e+01	   4.5000000000000000e+01	
   8.4359800000000007e+00	   1.2114000000000001e+01	
   4.3193199999999997e+01	   2.6097899999999999e+01	
   4.2793300000000002e+01	   2.5588699999999999e+01	
   2.7000000000000002e+00	   2.7000000000000002e+00	
   5.5000000000000000e+01	   5.5000000000000000e+01	
   9.3210700000000006e+00	   1.3375000000000000e+01	
   5.0648299999999999e+01	   3.0034900000000000e+01	
   3.2578800000000001e+01	   1.3558600000000000e+01	
   2.7000000000000002e+00	   2.7000000000000002e+00	
   6.5000000000000000e+01	   6.5000000000000000e+01	
   1.0129300000000001e+01	   1.4525000000000000e+01	
   5.7265500000000003e+01	   3.3708300000000001e+01	
   2.9167200000000001e+01	   1.0777300000000000e+01	
