%     p           n           epsilon          f            Gmu         OmegaGW
1.000000e-02  1.000000e+00  1.000000e-10  1.000000e+00  1.000000e-06  1.128793e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.006932e+00  1.000000e-06  1.124071e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.013911e+00  1.000000e-06  1.122086e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.020939e+00  1.000000e-06  1.117980e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.028016e+00  1.000000e-06  1.115408e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.035142e+00  1.000000e-06  1.113442e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.042317e+00  1.000000e-06  1.109361e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.049542e+00  1.000000e-06  1.106810e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.056818e+00  1.000000e-06  1.102743e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.064143e+00  1.000000e-06  1.100807e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.071519e+00  1.000000e-06  1.098875e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.078947e+00  1.000000e-06  1.094232e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.086426e+00  1.000000e-06  1.092316e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.093956e+00  1.000000e-06  1.088288e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.101539e+00  1.000000e-06  1.085785e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.109175e+00  1.000000e-06  1.083888e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.116863e+00  1.000000e-06  1.079885e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.124605e+00  1.000000e-06  1.077401e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.132400e+00  1.000000e-06  1.073412e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.140250e+00  1.000000e-06  1.071544e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.148154e+00  1.000000e-06  1.069080e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.156112e+00  1.000000e-06  1.065115e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.164126e+00  1.000000e-06  1.063266e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.172195e+00  1.000000e-06  1.059316e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.180321e+00  1.000000e-06  1.056880e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.188502e+00  1.000000e-06  1.055050e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.196741e+00  1.000000e-06  1.051124e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.205036e+00  1.000000e-06  1.048707e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.213389e+00  1.000000e-06  1.044796e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.221800e+00  1.000000e-06  1.042994e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.230269e+00  1.000000e-06  1.040595e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.238797e+00  1.000000e-06  1.036708e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.247384e+00  1.000000e-06  1.034924e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.256030e+00  1.000000e-06  1.031052e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.264736e+00  1.000000e-06  1.028681e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.273503e+00  1.000000e-06  1.026916e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.282331e+00  1.000000e-06  1.023068e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.291219e+00  1.000000e-06  1.020715e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.300170e+00  1.000000e-06  1.016881e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.309182e+00  1.000000e-06  1.015144e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.318257e+00  1.000000e-06  1.012809e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.327394e+00  1.000000e-06  1.008999e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.336596e+00  1.000000e-06  1.007279e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.345860e+00  1.000000e-06  1.003484e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.355189e+00  1.000000e-06  1.001176e-05
1.000000e-02  1.000000e+00  1.000000e-10  1.364583e+00  1.000000e-06  9.994751e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.374042e+00  1.000000e-06  9.957034e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.383566e+00  1.000000e-06  9.934134e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.393157e+00  1.000000e-06  9.896560e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.402814e+00  1.000000e-06  9.879820e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.412538e+00  1.000000e-06  9.857097e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.422329e+00  1.000000e-06  9.819759e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.432188e+00  1.000000e-06  9.803194e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.442115e+00  1.000000e-06  9.759978e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.452112e+00  1.000000e-06  9.743544e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.462177e+00  1.000000e-06  9.727154e-06
1.000000e-02  1.000000e+00  1.000000e-10  1.472313e+00  1.000000e-06  9.690200e-06
